,P25 - u_in,P45 - Do,P46 - Pt_Do,P47 - Pl_Do,P48 - FPI,P50 - nRows,P52 - Stheta
0,4.4531507876969245,4.841585396349087,2.6878219554888725,2.5690172543135783,18.670667666916728,5.734933733433358,10.08252063015754
1,1.3780870217554388,8.89178544636159,2.4249062265566392,3.4094523630907725,16.825206301575392,4.565891472868217,0.06601650412603151
2,1.2355663915978994,5.446861715428858,2.873018254563641,2.6310827706926734,6.157539384846212,4.694673668417105,10.73668417104276
3,2.3733158289572396,12.11134033508377,2.1217304326081523,2.11712928232058,20.23255813953488,3.9994998749687425,17.66841710427607
4,2.6511102775693924,14.271661665416353,2.90207551887972,2.7258814703675918,15.605401350337585,4.287071767941985,13.455363840960242
5,2.1583270817704427,9.571111527881971,2.3601400350087522,3.491922980745186,18.45011252813203,4.294573643410852,1.614403600900225
6,0.30193548387096775,13.849899974993749,2.5785946486621656,3.195198799699925,16.550637659414853,5.499874968742185,17.01425356339085
7,2.2899774943735935,4.674168542135534,1.8749187296824206,3.084671167791948,13.327831957989497,4.104526131532883,19.636909227306827
8,0.3454163540885221,8.267191797949486,1.8430607651912978,2.154538634658665,14.957239309827457,1.7026756689172293,1.8604651162790697
9,4.113758439609903,7.507376844211053,2.928682170542636,2.8801950487621903,14.781695423855965,2.611652913228307,12.435108777194298
10,1.4396849212303076,3.714741185296324,2.4049512378094526,3.066816704176044,6.337584396099024,4.483370842710677,9.074268567141786
11,0.2886496624156039,11.354744936234058,1.8199549887471869,2.0733433358339584,10.298574643660915,4.828457114278569,10.820705176294073
12,0.665483870967742,3.3605901475368842,2.1668917229307327,2.9571392848212055,17.900975243810954,2.626656664166042,12.285071267816953
13,2.1426256564141037,5.865403850962741,2.5344836209052266,2.3713428357089272,21.209302325581394,3.3893473368342084,20.7231807951988
14,0.879264816204051,15.833145786446611,2.937084271067767,2.365391347836959,21.254313578394598,5.256064016004001,7.597899474868717
15,5.031687921980495,5.002563140785196,2.0751687921980495,2.6769942485621407,23.144786196549138,4.062015503875969,9.548387096774192
16,4.087186796699175,4.249187296824206,2.672768192048012,2.9524631157789445,22.07801950487622,3.2280570142535634,7.9459864966241565
17,5.065506376594149,4.7128032008002005,3.0036009002250563,2.4465866466616655,15.056264066016505,5.9449862465616405,13.461365341335334
18,2.817786946736684,4.622655663915979,1.88192048012003,2.1753688422105526,22.240060015003753,3.416854213553388,2.4726181545386345
19,0.6896399099774944,11.956801700425107,2.9321830457614406,3.4498374593648413,14.133533383345837,1.5451362840710177,21.641410352588146
20,3.6342610652663168,12.430076269067268,2.785846461615404,1.9186046511627908,12.076519129782445,2.7779444861215303,12.855213803450862
21,3.76470367591898,4.171917979494873,2.2285071267816954,2.6140785196299077,8.763690922730683,4.420855213803451,1.9444861215303826
22,3.3117779444861215,10.569173543385848,3.141885471367842,2.917179294823706,15.722430607651914,5.032258064516129,8.516129032258064
23,2.0774043510877718,12.571736684171043,2.429807451862966,3.224956239059765,20.925731432858214,4.553388347086772,6.715678919729932
24,2.2646136534133534,3.7662540635158788,2.993448362090523,3.1178294573643415,10.456114028507127,1.9102275568892224,12.495123780945235
25,3.143893473368342,9.162228057014254,1.8962740685171293,2.054638659664916,6.364591147786947,4.698424606151538,16.258064516129032
26,2.746526631657914,10.314828707176794,2.2047011752938235,3.126756689172293,10.0960240060015,2.931732933233308,16.312078019504877
27,1.838259564891223,15.427481870467616,2.588747186796699,2.460615153788447,7.962490622655664,1.7314328582145535,23.963990997749438
28,3.933795948987247,8.09333583395849,2.449412353088272,3.207101775443861,9.884471117779444,1.1987996999249813,17.644411102775692
29,2.4361215303825956,11.35796449112278,2.7557389347336834,1.8038259564891224,8.988747186796699,2.180295073768442,11.426856714178545
30,4.65847711927982,15.691485371342836,2.554438609652413,2.0108527131782945,9.68642160540135,4.470867716929233,13.779444861215305
31,0.5785221305326331,14.075268817204302,3.1100275068767194,2.06781695423856,23.225806451612904,5.86496624156039,4.327081770442611
32,3.492948237059265,9.197643160790197,2.150787696924231,3.2134783695923983,7.174793698424606,2.2003000750187547,7.77794448612153
33,4.851725431357839,12.620030007501875,2.9482870717679424,2.551587896974244,6.477119279819955,2.397849462365591,7.393848462115528
34,1.4747111777944486,13.141597899474869,2.03070767691923,3.352913228307077,10.325581395348838,4.587146786696675,4.009002250562641
35,1.7790772693173293,10.649662415603903,2.207151787946987,1.81487871967992,7.6384096024006,1.275068767191798,7.7959489872468115
36,2.62695423855964,10.247218054513628,2.2960740185046262,2.3305326331582896,13.039759939984997,3.5843960990247563,18.78469617404351
37,1.6124006001500375,3.0289759939984995,2.1822955738934735,2.4453113278319583,8.4576144036009,5.719929982495624,6.349587396849212
38,1.5520105026256563,13.315453863465866,2.819104776194049,2.5749687421855465,17.69842460615154,5.9162290572643155,20.957239309827457
39,2.9132033008252067,14.32317454363591,1.800700175043761,2.8389597399349835,12.310577644411103,5.932483120780195,21.227306826706677
40,2.326211552888222,4.300700175043761,2.583845961490373,2.345836459114779,13.678919729932483,5.678669667416854,11.840960240060014
41,4.042498124531133,9.336084021005252,1.9935983995999,3.4328332083020756,10.807201800450112,4.038259564891224,5.383345836459115
42,3.742963240810203,15.781632908227056,3.034408602150538,2.071642910727682,15.303825956489122,2.2140535133783446,1.5243810952738186
43,2.843150787696924,6.918198299574893,2.776744186046512,3.276394098524631,15.591897974493625,4.07326831707927,17.632408102025508
44,4.73456864216054,4.835146286571643,1.9904476119029757,1.9130782695673918,18.81470367591898,1.5113778444611152,0.1380345086271568
45,4.617411852963241,13.9883408352088,1.8738684671167793,2.6179044761190298,12.774193548387096,4.864716179044761,11.4688672168042
46,0.7017179294823706,11.522161790447612,1.925681420355089,1.8412353088272069,15.02025506376594,3.2355588897224306,3.2948237059264813
47,1.584621155288822,12.262659414853713,2.068517129282321,3.4851212803200804,11.018754688672168,4.705926481620406,24.0
48,2.32741935483871,5.433983495873969,3.1800450112528136,3.0141035258814703,10.811702925731433,2.1015253813453363,15.459864966241561
49,1.731972993248312,7.098493373343335,3.042810702675669,1.8977744436109028,13.440360090022505,1.137534383595899,18.400600150037512
50,1.8020255063765942,12.294854963740935,2.2736684171042763,3.204551137784446,7.309827456864216,4.418354588647162,16.34808702175544
51,0.7427831957989497,14.522786946736685,3.1257814453613406,2.101400350087522,17.275318829707427,5.786196549137284,22.973743435858964
52,2.3600300075018756,7.117810702675668,2.117879469867467,2.141360340085021,6.022505626406602,5.117279319829957,8.228057014253563
53,2.986879219804951,7.478400850212553,2.0534633658414605,2.1031007751937985,8.304576144036009,2.3403350837709427,1.1822955738934735
54,1.7621680420105026,11.689578644661166,2.997299324831208,3.4787446861715425,19.134283570892723,3.0342585646411604,19.4688672168042
55,2.645071267816954,12.800325081270318,2.4399599899974995,2.501850462615654,15.744936234058516,5.303575893973494,3.1327831957989503
56,3.892730682670668,7.71020880220055,2.697274318579645,1.8782195548887222,16.429107276819206,5.2998249562390605,19.64291072768192
57,4.246616654163541,8.534414853713429,2.1101775443860964,3.1696924231057766,19.957989497374342,3.970742685671418,23.10577644411103
58,1.8358439609902475,4.403725931482871,2.298174543635909,2.3632658164541134,7.7959489872468115,1.6351587896974245,18.076519129782447
59,3.077464366091523,11.287134283570893,1.8616154038509627,2.6612653163290823,22.204051012753187,2.0127531882970744,6.811702925731432
60,2.071365341335334,4.400506376594149,2.7728932233058265,2.842785696424106,18.571642910727682,3.0517629407351836,23.243810952738187
61,3.784028507126782,5.3438359589897475,2.698674668667167,2.060165041260315,21.348837209302324,1.1362840710177544,22.6496624156039
62,0.34662415603900976,4.773974743685922,1.9701425356339086,3.2908477119279818,9.79894973743436,1.123780945236309,7.015753938484621
63,3.2767516879219802,9.165447611902977,2.8688172043010756,2.529057264316079,22.699174793698425,1.5938984746186546,5.0652663165791445
64,0.6521980495123781,11.026350337584397,2.5589897474368595,1.8284821205301325,15.97449362340585,2.420355088772193,12.759189797449363
65,2.82503375843961,3.9046949237309327,2.3706426606651663,3.471517879469867,17.752438109527382,4.859714928732183,20.795198799699925
66,2.1172618154538636,13.91107151787947,2.9853963490872717,2.8580895223805953,23.765941485371343,2.534133533383346,20.639159789947488
67,2.6486946736684174,14.68054513628407,2.221505376344086,3.1063515878969743,9.654913728432108,4.912228057014254,15.195798949737434
68,0.5954313578394599,8.837053013253314,2.7581895473868467,2.4559389847461865,13.705926481620406,5.143535883970993,12.573143285821455
69,2.396264066016504,14.529226056514128,2.0191547886971746,2.1358339584896227,18.333083270817703,5.884971242810703,20.891222805701425
70,3.0074118529632408,7.256251562890723,2.5792948237059266,3.2959489872468115,15.447861965491372,1.3538384596149036,22.10952738184546
71,1.4674643660915228,5.479057264316079,2.50717679419855,2.1957739434858716,14.520630157539385,4.783445861465367,4.579144786196549
72,0.681185296324081,8.173824706176545,2.033158289572393,2.228082020505126,20.142535633908476,3.326831707926982,14.349587396849213
73,1.0435258814703676,11.5929919979995,1.992198049512378,2.1498624656164043,15.861965491372844,5.9787446861715425,19.786946736684172
74,2.5774343585896475,10.530538884721182,3.169542385596399,1.9755688922230559,6.049512378094524,2.980495123780945,8.258064516129032
75,4.774426106526632,14.905913978494624,2.6906226556639163,2.540535133783446,22.132033008252062,4.008252063015754,19.444861215303828
76,0.6473668417104276,4.944611152788197,2.3069267316829207,3.326131532883221,12.985746436609151,3.8094523630907724,11.870967741935484
77,2.8673068267066766,12.636127781945486,2.3632908227056766,2.718229557389347,14.727681920480121,5.797449362340585,12.99324831207802
78,3.2996999249812453,8.2253375843961,2.0265066266566643,3.041310327581895,6.967741935483871,4.948487121780445,8.552138034508626
79,3.948289572393098,6.151944236059014,2.119279819954989,2.908252063015754,20.741185296324083,3.726931732933233,23.54988747186797
80,1.566504126031508,4.101087771942986,2.2561640410102526,1.8777944486121532,14.04351087771943,1.4588647161790447,23.64591147786947
81,0.7572768192048012,5.585302575643912,3.063815953988497,1.8692923230807703,14.05251312828207,2.3578394598649663,9.87846961740435
82,4.5920480120030005,3.511909227306827,2.735083770942736,2.5005751437859463,16.141035258814703,1.0725181295323831,9.758439609902476
83,4.216421605401351,7.095273818454614,1.8486621655413853,2.9103775943985997,19.323330832708177,1.8177044261065267,5.995498874718679
84,2.5351612903225806,15.527288072018004,2.2526631657914478,3.386496624156039,10.042010502625656,2.1102775693923483,23.369842460615153
85,0.6099249812453114,11.866654163540884,2.684671167791948,2.038484621155289,14.246061515378845,3.538134533633408,8.594148537134284
86,2.846774193548387,6.164822455613903,2.143085771442861,3.2751187796949237,9.911477869467367,2.619154788697174,11.024756189047261
87,1.3213203300825207,8.43138909727432,1.9561390347586898,2.804951237809452,14.259564891222807,5.654913728432108,7.813953488372094
88,2.674058514628657,12.304513628407102,2.700075018754689,2.25103775943986,18.51762940735184,2.129032258064516,23.927981995498875
89,2.8165791447861968,15.61099649912478,2.565641410352588,2.289297324331083,14.214553638409603,2.2128032008002,19.810952738184547
90,3.017074268567142,8.164166041510377,2.649662415603901,2.813028257064266,15.753938484621155,5.64991247811953,0.5101275318829708
