,nBanks,FPI,uin
0,2.4242424242424243,12.404040404040405,2.0
1,1.575757575757576,6.363636363636363,3.909090909090909
2,2.0,9.252525252525253,3.772727272727273
3,0.6666666666666666,12.929292929292929,1.9090909090909092
4,4.787878787878788,15.030303030303031,0.7727272727272727
5,2.5454545454545454,22.12121212121212,0.5454545454545454
6,1.8181818181818183,14.242424242424242,1.1818181818181819
7,5.696969696969697,23.95959595959596,4.090909090909091
8,0.7272727272727273,13.191919191919192,4.954545454545455
9,0.5454545454545454,29.737373737373737,4.2727272727272725
10,4.424242424242424,24.22222222222222,4.318181818181818
11,1.2727272727272727,18.444444444444443,1.5
12,4.848484848484849,21.858585858585858,0.7272727272727273
13,4.666666666666667,24.747474747474747,2.0454545454545454
14,3.515151515151515,17.656565656565657,0.9090909090909092
15,1.5151515151515151,18.18181818181818,5.0
16,3.696969696969697,4.525252525252525,4.181818181818182
17,4.727272727272727,9.515151515151516,2.8181818181818183
18,0.24242424242424243,25.272727272727273,4.863636363636363
19,2.9696969696969697,11.616161616161616,2.409090909090909
20,3.212121212121212,6.626262626262626,2.3636363636363638
21,5.2727272727272725,4.0,4.454545454545455
22,5.636363636363637,10.303030303030303,1.2727272727272727
23,1.9393939393939394,27.11111111111111,1.7727272727272727
24,4.484848484848485,25.535353535353536,3.5454545454545454
25,1.4545454545454546,6.888888888888889,1.4545454545454546
26,3.090909090909091,7.9393939393939394,3.8636363636363638
27,3.151515151515152,23.434343434343436,2.5454545454545454
28,5.151515151515151,10.565656565656566,2.1818181818181817
29,1.6363636363636362,13.717171717171718,3.0454545454545454
30,0.9090909090909092,11.09090909090909,0.8636363636363636
31,2.121212121212121,4.262626262626263,4.7272727272727275
32,5.818181818181818,29.21212121212121,1.8636363636363638
33,3.8181818181818183,5.313131313131313,4.818181818181818
34,0.8484848484848484,4.787878787878788,4.2272727272727275
35,0.4242424242424242,6.101010101010101,2.090909090909091
36,4.0606060606060606,22.90909090909091,2.1363636363636367
37,2.484848484848485,12.666666666666666,3.590909090909091
38,3.2727272727272725,28.161616161616163,4.363636363636363
39,0.0,8.727272727272727,1.1363636363636362
40,0.36363636363636365,20.02020202020202,0.8181818181818181
41,2.6060606060606064,16.343434343434346,4.681818181818182
42,3.0303030303030303,21.070707070707073,4.545454545454546
43,3.757575757575758,28.424242424242426,2.8636363636363638
44,0.06060606060606061,23.17171717171717,0.5
45,5.515151515151516,21.333333333333332,3.3636363636363638
46,5.333333333333333,5.575757575757576,3.0909090909090913
47,2.909090909090909,9.777777777777779,2.590909090909091
48,0.6060606060606061,28.68686868686869,1.5909090909090908
49,0.48484848484848486,11.353535353535353,3.3181818181818183
50,2.8484848484848486,20.545454545454547,3.409090909090909
51,4.242424242424242,8.98989898989899,4.0
52,2.2424242424242427,26.58585858585859,1.3181818181818183
53,5.03030303030303,16.606060606060606,4.7727272727272725
54,1.1515151515151514,13.454545454545455,4.136363636363637
55,3.878787878787879,16.080808080808083,3.1363636363636362
56,0.30303030303030304,26.060606060606062,1.6818181818181819
57,2.0606060606060606,7.414141414141414,3.1818181818181817
58,2.787878787878788,10.040404040404042,1.2272727272727273
59,4.909090909090909,26.848484848484848,2.772727272727273
60,3.9393939393939394,25.01010101010101,2.227272727272727
61,5.090909090909091,27.373737373737374,4.5
62,5.757575757575758,15.292929292929294,2.6818181818181817
63,5.9393939393939394,16.86868686868687,1.5454545454545454
64,1.0303030303030303,20.80808080808081,0.9545454545454546
65,5.575757575757576,12.141414141414142,3.818181818181818
66,4.363636363636363,22.646464646464644,0.5909090909090909
67,2.3636363636363633,13.97979797979798,3.2272727272727275
68,1.6969696969696968,24.484848484848484,3.6818181818181817
69,2.6666666666666665,15.555555555555555,1.6363636363636365
70,4.545454545454545,27.8989898989899,2.3181818181818183
71,1.393939393939394,7.6767676767676765,3.0
72,4.96969696969697,22.383838383838384,0.6818181818181819
73,3.3333333333333335,5.05050505050505,3.2727272727272725
74,4.303030303030303,8.202020202020202,2.2727272727272725
75,5.878787878787879,15.818181818181818,3.5
76,5.212121212121213,20.282828282828284,4.909090909090909
77,3.6363636363636367,8.464646464646464,4.636363636363637
78,4.121212121212121,10.828282828282829,0.6363636363636364
79,3.454545454545455,14.505050505050505,2.4545454545454546
80,3.3939393939393936,14.767676767676768,3.954545454545454
81,1.878787878787879,19.494949494949495,3.4545454545454546
82,1.0909090909090908,18.96969696969697,4.045454545454545
83,0.9696969696969697,27.636363636363637,2.6363636363636362
84,0.12121212121212122,11.878787878787879,2.7272727272727275
85,0.787878787878788,26.32323232323232,1.4090909090909092
86,2.1818181818181817,28.949494949494948,4.409090909090909
87,1.7575757575757576,19.232323232323232,3.727272727272727
88,3.5757575757575752,21.595959595959595,2.909090909090909
89,4.181818181818182,5.838383838383838,1.0
90,4.6060606060606055,19.757575757575758,1.0454545454545454
91,5.3939393939393945,30.0,2.5
92,5.454545454545454,17.919191919191917,1.3636363636363635
93,1.3333333333333333,7.151515151515151,1.8181818181818181
94,0.18181818181818182,17.13131313131313,2.954545454545454
95,2.727272727272727,29.474747474747474,1.0909090909090908
96,2.3030303030303028,23.696969696969695,4.590909090909091
97,4.0,18.707070707070706,3.6363636363636367
98,6.0,17.393939393939394,1.727272727272727
99,1.2121212121212122,25.797979797979796,1.9545454545454546
